id,choice
1188,"""Please describe the process of distributing equipment, such as laptops, to new employees. Will your company supply them or does Segra need to cover the cost?"""
1189,"""Are you in agreement to participate in Segra’s Vendor Management System (VMS) using the supplier-funded model with an expected fee of 2%?"""
1189,"""Can you confirm your acceptance to be included in Segra's upcoming Vendor Management System (VMS) that operates on a supplier-funded model with a 2% fee?"""
1189,"""Do you consent to being part of Segra's future Vendor Management System (VMS) which follows a supplier-funded model at a fee of 2%?"""
1189,"""Will you be joining Segra's Vendor Management System (VMS) that operates on a supplier-funded model with an anticipated fee of 2%?"""
1189,"""Are you on board with participating in the supplier-funded Vendor Management System (VMS) with a 2% fee that Segra plans to implement in the future?"""
1190,"""How is the percentage mark-up determined for temporary staff not sourced by the vendor but managed through your processes?"""
1190,"""What is the rate of mark-up for temporary employees who are not recruited by the vendor but undergo your onboarding procedures?"""
1190,"""Can you explain the percentage mark-up for temporary staff not originally sourced by the vendor but managed through your systems?"""
1190,"""How is the pricing calculated for temporary workers who are not recruited by the vendor but go through your onboarding process?"""
1190,"""What percentage is added to the cost for temp staff not directly recruited by the vendor but processed through your onboarding system?"""
1191,"""Are you willing to participate in the VMS scorecarding system if chosen as the preferred vendor?"""
1191,"""Would you be open to being part of the KPI tracking system in the VMS scorecard as a preferred vendor?"""
1191,"""Do you agree to be included in the VMS scorecarding system for KPI tracking if selected as the preferred vendor?"""
1191,"""Is your company willing to participate in the VMS scorecarding system for KPI tracking if awarded the preferred vendor status?"""
1191,"""Could you please confirm acceptance of being part of the VMS scorecarding system as a preferred vendor?"""
1192,"""Can you guarantee the availability of detailed reports showing individual employee hours, pay rates, bill rates, mark-up percent, and total spend on a monthly basis?"""
1192,"""Are you able to offer reporting that includes specific details like employee hours, pay rates, bill rates, mark-up percent, and total spend on a monthly basis?"""
1192,"""Do you have the capability to share reports that provide visibility into individual employee metrics such as hours, pay rates, bill rates, mark-up percent, and total spend on a monthly basis?"""
1192,"""Can you confirm your ability to provide monthly reports containing employee-specific data like hours, pay rates, bill rates, mark-up percent, and total spend?"""
1192,"""Are you equipped to deliver monthly reports showing detailed information on individual employees, including hours, pay rates, bill rates, mark-up percent, and total spend?"""
1193,"""Can you give a summary of your company's background and current employee count?"""
1193,"""How would you describe the history of your company and the size of your workforce?"""
1193,"""Could you provide a short overview of your company's past and the number of employees you have?"""
1193,"""What is a condensed version of your company's background and the total number of staff members?"""
1193,"""Can you share a brief overview of your company's history and the total headcount of employees?"""
1194,"""What type of access will your company need to Segra information and facilities, whether physical or virtual?"""
1194,"""What access permissions will your company be requesting for Segra information and facilities, both in terms of logic and physical entry?"""
1194,"""What specific access do you need to Segra's data and locations, in terms of logical or physical entry?"""
1194,"""Could you detail the kind of access your company will require to Segra information and facilities, whether electronic or physical?"""
1194,"""What levels of access are needed by your company to Segra's information and facilities, including both logical and physical entry points?"""
1195,"""Have there been any significant corporate mergers or acquisitions recently?"""
1195,"""Are there any notable business combinations or takeovers to report?"""
1195,"""Can you provide information on any major new mergers or acquisitions that have occurred?"""
1195,"""Have there been any large-scale consolidations or purchases in the business world lately?"""
1195,"""What mergers or acquisitions of significance have taken place within your industry?"""
1196,"""Do any non-US entities hold more than a 10% ownership stake in the company? If so, please specify."""
1196,"""Are there any owners of the company who are entities based outside of the United States and own more than 10%? If yes, please provide details."""
1196,"""Do any foreign entities have a stake of over 10% ownership in the company? If they do, please indicate who they are."""
1196,"""Are there any owners of the business that possess more than a 10% ownership percentage and are not based in the US? If there are, kindly mention who they are."""
1196,"""Could you identify any non-US entities that hold a ownership stake greater than 10% in the company?"""
1197,"""Do any international operations relate to the service or product offered to Segra? If so, please specify."""
1197,"""Are there any operations outside of the US that are relevant to the service or product provided to Segra?"""
1197,"""Are there any overseas operations associated with the service or product provided to Segra? If there are, please indicate."""
1197,"""Do any non-US operations play a role in the service or product offered to Segra? If yes, please identify."""
1197,"""Are there any foreign-based operations connected to the service or product being offered to Segra? If there are, please specify."""
1198,"""Does your company have to comply with regulatory authorities?"""
1198,"""Is your company regulated by any oversight organizations?"""
1198,"""Are there any regulatory bodies that supervise your company's operations?"""
1198,"""Is your company mandated to follow regulations set by external bodies?"""
1198,"""Does your operation fall under the purview of regulatory oversight?"""
1199,"""Can the Security/Compliance reports be accessed by the public?"""
1199,"""Are the Security/Compliance reports easily accessible to the public?"""
1199,"""Is there public access to the Security/Compliance reports?"""
1199,"""Are the Security/Compliance reports open to the public?"""
1199,"""Can the public view the Security/Compliance reports?"""
1200,"""Is there any possibility of having physical access to the Segra network?"""
1200,"""Will individuals have the option of physically accessing the Segra network?"""
1200,"""Is physical entry allowed to the Segra network?"""
1200,"""Will there be any physical means to access the Segra network?"""
1200,"""Do users have the ability to physically connect to the Segra network?"""
1201,"""Do you conduct regular audits on controls in the Questionnaire where the response is 'Yes'?"""
1201,"""Are controls in the Questionnaire inspected frequently if the response is 'Yes'?"""
1201,"""How often are controls in the Questionnaire audited if the response is 'Yes'?"""
1201,"""Is there a schedule in place for auditing controls in the Questionnaire that receive a 'Yes' response?"""
1201,"""Are controls in the Questionnaire routinely checked if the response is 'Yes'?"""
1202,"""Can you elaborate on the security measures in place to restrict unauthorized access to your office, workstations, and server rooms?"""
1202,"""Do you have any procedures in place to prevent unauthorized individuals from entering your office, workstations, and data centers?"""
1202,"""How do you ensure that only authorized personnel have access to your office space, user workstations, and server rooms/data centers?"""
1202,"""Please outline the security protocols that protect your office space, user workstations, and server rooms/data centers from unauthorized access."""
1202,"""What methods are implemented to safeguard your office space, user workstations, and server rooms/data centers from unauthorized entry?"""
1203,"""How are access control systems implemented in secure areas to restrict entry to authorized personnel, including contractors?"""
1203,"""Can you elaborate on the measures in place to regulate entry into secure areas, specifically for authorized individuals such as contractors?"""
1203,"""What methods are used to monitor and manage access to secure areas, ensuring only approved personnel like contractors can enter?"""
1203,"""How do you control entry to secure areas to guarantee only authorized personnel, including contractors, have access?"""
1203,"""Please provide details on the entry control systems implemented in secure areas to verify only authorized individuals, including contractors, can enter."""
1204,"""Do you have specific security measures in place to protect your premises, like gates, secure vehicle access, or security cameras?"""
1204,"""What security features do you have around your property, such as designated gates, secure vehicle access, or security cameras?"""
1204,"""Are there any security perimeters established at your location for added protection, like gates, secure vehicle access, or security cameras?"""
1204,"""Could you describe the security setup at your premises, including any designated security perimeters like gates, secure vehicle access, or security cameras?"""
1204,"""What security measures have you implemented around your property, such as gates, secure vehicle access, or security cameras, to ensure safety and protection?"""
1205,"""What precautions have been implemented to safeguard your systems from environmental hazards like fire, smoke, water, vibration, electrical supply interfaces, and dust?"""
1205,"""Have you taken steps to protect your systems from environmental threats such as fire, smoke, water, vibration, electrical supply interfaces, and dust? If so, please elaborate."""
1205,"""Could you detail the safety measures in place to shield your systems from potential environmental risks like fire, smoke, water, vibration, electrical supply interfaces, and dust?"""
1205,"""Have you incorporated safety features into your systems to prevent damage from environmental hazards such as fire, smoke, water, vibration, electrical supply interfaces, and dust? Please provide more information."""
1205,"""How have you ensured that your systems are protected from environmental dangers like fire, smoke, water, vibration, electrical supply interfaces, and dust? Please describe the precautions taken."""
1206,"""Is there a system in place to track and document any modifications made to information systems?"""
1206,"""Do you have a process for logging and monitoring alterations to information systems?"""
1206,"""Are there records kept to document any changes made to information systems?"""
1206,"""How do you track and record any updates or changes to information systems?"""
1206,"""Is there a protocol in place for keeping track of alterations made to information systems?"""
1207,"""Can you detail the protocol in place for approving and monitoring the removal of assets/equipment from the site?"""
1207,"""What procedures are in place to authorize and regulate the removal of assets/equipment from the site?"""
1207,"""How is the authorization and monitoring of asset/equipment removal from the site managed?"""
1207,"""Could you elaborate on the system used to control the removal of assets/equipment from the site?"""
1207,"""What measures are implemented to oversee and authorize the removal of assets/equipment from the site?"""
1208,"""Is there a designated individual to accompany personnel to their destination after they've been granted access?"""
1208,"""Do you have a specific person, such as a security guard or receptionist, assigned to guide authorized personnel to their destination post-validation?"""
1208,"""Once access is approved, do you provide an escort from security or reception to guide personnel to their intended location?"""
1208,"""Who is responsible for escorting authorized personnel to their intended location after their access has been validated?"""
1208,"""Is there a protocol in place for someone to accompany authorized personnel to their destination after they have been cleared for access?"""
1209,"""How often is the fire fighting system put through regular testing?"""
1209,"""What is the schedule for testing the fire fighting system on a regular basis?"""
1209,"""Do you conduct routine tests on the fire fighting system?"""
1209,"""Can you provide information on the frequency of testing the fire fighting system?"""
1209,"""How frequently do you check the fire fighting system to ensure it is functioning properly?"""
1210,"""Has an uninterruptible power supply (UPS) or power generator been implemented and tested within a satisfactory timeframe?"""
1210,"""Have you established a backup power source like a UPS or generator that has been recently tested?"""
1210,"""Could you confirm the presence and testing of a UPS or power generator within the required timeframe?"""
1210,"""Has a UPS or power generator been put in place and tested within a suitable timeframe to avoid interruptions?"""
1210,"""Can you provide details on the existence of an uninterruptible power supply (UPS) or generator that has been tested within the necessary timescale?"""
1211,"""Do you have a written access control policy that aligns with your business needs and is effectively communicated?"""
1211,"""Can you provide details on your access control policy, including how it is tied to business requirements and communication strategies?"""
1211,"""Is there a formal access control policy in place that is tailored to your business needs and clearly communicated to relevant parties?"""
1211,"""How is your access control policy developed to meet business requirements and ensure proper communication?"""
1211,"""Could you elaborate on the existence of an access control policy that is compliant with business needs and effectively communicated within your organization?"""
1212,"""Are clients provided with standards-based federated ID capability (such as SAML, OpenID, Single Sign On)? Please elaborate"""
1212,"""Do you offer clients the option for standards-based federated ID capability (e.g., SAML, OpenID, Single Sign On)? Can you provide more details?"""
1212,"""Is there support for standards-based federated ID capability like SAML, OpenID, Single Sign On available for clients? How does it work?"""
1212,"""Could you explain if clients have access to standards-based federated ID capability, such as SAML, OpenID, Single Sign On? Please provide more information"""
1212,"""What provisions are in place for clients to utilize standards-based federated ID capability like SAML, OpenID, Single Sign On? Can you clarify?"""
1213,"""Do you have a system in place to manage and control privileged access accounts separately?"""
1213,"""How do you handle the management and control of privileged access accounts?"""
1213,"""Are privileged access accounts subject to separate management and control measures?"""
1213,"""Is there a specific process for managing and controlling privileged access accounts independently?"""
1213,"""Do you ensure that privileged access accounts are managed and controlled separately from others?"""
1214,"""Is the principle of least privilege and need-to-know applied in your organization for access management?"""
1214,"""Do you follow the practices of least privilege and need-to-know when managing access within your organization?"""
1214,"""Are the principles of least privilege and need-to-know enforced in your organization's access management?"""
1214,"""How does your organization incorporate the concepts of least privilege and need-to-know into access management?"""
1214,"""Can you describe how the principles of least privilege and need-to-know are implemented in your organization's access management practices?"""
1215,"""Can you elaborate on the user registration process, including the use of unique user IDs for accountability purposes?"""
1215,"""How does your formal user registration process ensure that individuals are linked to their actions through unique user IDs?"""
1215,"""Is there a system in place to assign unique user IDs for accountability and responsibility purposes during user registration?"""
1215,"""Could you explain how user registration ties individual users to their actions through the use of unique user IDs?"""
1215,"""Is the use of unique user IDs a requirement in your formal user registration process for accountability and tracking purposes?"""
1216,"""Do you have any protocols in place to authenticate a user before issuing a new, temporary, or replacement password?"""
1216,"""What steps do you take to confirm a user's identity before giving them a new, temporary, or replacement password?"""
1216,"""Are there any methods you use to validate a user's identity before granting them a new, temporary, or replacement password?"""
1216,"""Can you explain the process for verifying a user's identity before supplying a new, temporary, or replacement password?"""
1216,"""Is there a procedure in place to authenticate a user before providing them with a new, temporary, or replacement password?"""
1217,"""Do you have any default accounts set up for systems that store Segra data, such as 'Administrator' or 'root'? If so, are they deactivated? """
1217,"""Are there any system accounts like 'root' or 'Administrator' that are default for accessing Segra data? And if they exist, are they turned off?"""
1217,"""Are there default user accounts like 'guest' or 'system' that have access to Segra data systems? If they do, are they inactive?"""
1217,"""Do you use default accounts, such as 'Administrator' or 'root', for accessing Segra data systems? And if so, are they disabled?"""
1217,"""Are there any default accounts created on systems that store Segra data, like 'Administrator' or 'root'? And if they are present, have they been disabled?"""
1218,"""What steps are in place to deactivate user access when employment ends or roles change?"""
1218,"""How do you manage user access rights during employee terminations or role changes?"""
1218,"""Is there a system in place to update user access rights when employees leave or change positions?"""
1218,"""What protocols are followed to adjust user access rights when employees no longer require them?"""
1218,"""How is user access managed when employees leave the company or transfer to different roles?"""
1219,"""Do you conduct regular audits on user access profiles?"""
1219,"""Are user access profiles subject to periodic audits?"""
1219,"""How often are audits conducted on user access profiles?"""
1219,"""Is there a schedule for auditing user access profiles?"""
1219,"""Could you provide information on the frequency of audits on user access profiles?"""
1220,"""Do you have specific guidelines in place for creating strong passwords, changing them regularly, and locking out unsuccessful attempts?"""
1220,"""What measures do you have in place to ensure password strength, regular changes, and lockouts for unsuccessful login attempts?"""
1220,"""Could you describe the password policy framework regarding strong passwords, regular changes, and lockout procedures for unsuccessful attempts?"""
1220,"""What are the security protocols concerning passwords, including strength requirements, regular changes, and lockout policies for unsuccessful login attempts?"""
1220,"""Can you provide details on the password policy framework, such as requirements for strong passwords, regular changes, and lockout procedures for unsuccessful attempts?"""
1221,"""Do you mandate two-factor authentication for accessing the production environment with sensitive services and data?"""
1221,"""Is two-factor authentication a must to enter the production environment with critical services and systems?"""
1221,"""Is two-factor authentication necessary for accessing the production environment housing sensitive functions and data?"""
1221,"""Do you have a requirement for two-factor authentication to access the production environment with critical functions and data?"""
1221,"""Is two-factor authentication enforced for entering the production environment with important services and systems?"""
1222,"""Do you track and analyze unsuccessful login attempts on the work stations?"""
1222,"""Is there a system in place to record and review failed access attempts on the work stations?"""
1222,"""Are failed login attempts on the work stations monitored and assessed at regular intervals?"""
1222,"""How often are unsuccessful login tries on the work stations documented and examined?"""
1222,"""Is there a protocol for logging and evaluating failed access attempts to the work stations?"""
1223,"""What measures are in place to ensure the security of Administrator logs storage and maintenance?"""
1223,"""Can you explain the protocol followed to securely store and maintain Administrator logs?"""
1223,"""How are Administrator logs stored and maintained in a secure manner?"""
1223,"""Do you have a standardized process for securing and managing Administrator logs?"""
1223,"""What security procedures are implemented to protect the storage and maintenance of Administrator logs?"""
1224,"""Is there a system in place to log and monitor system administrator activities on network elements like firewalls?"""
1224,"""Do you have a process for monitoring and logging system administrator activities on network elements such as firewalls?"""
1224,"""Are the actions of system administrators on firewalls and other network elements recorded and tracked?"""
1224,"""Is there a mechanism in place to track and monitor system administrator activities on firewalls and other network devices?"""
1224,"""How do you ensure that system administrator actions on firewalls and other network elements are logged and monitored?"""
1225,"""Are there measures implemented to guarantee users can only access network resources they are authorized for and need to perform their job responsibilities?"""
1225,"""Do you have safeguards to restrict user access to network resources to only what is necessary for their duties?"""
1225,"""Are there security measures in place to ensure employees can only access network resources essential to their job functions?"""
1225,"""How do you regulate and enforce access restrictions to network resources based on user authorization and job requirements?"""
1225,"""What protocols are in place to verify that users can only use network resources they have explicit authorization for and are essential for their role?"""
1226,"""Do you have a documented configuration management plan for servers and network security? How comprehensive is it in terms of capturing secure and application-specific settings?"""
1226,"""Can you elaborate on the existence of a configuration management document detailing secure and application-specific settings for your servers and network?"""
1226,"""Have you implemented a configuration management document that outlines secure settings and application-specific configurations for your servers and network? Please provide more information."""
1226,"""Is there a formal process in place to maintain a configuration management document for servers and network security? How thorough is it in capturing all necessary settings?"""
1226,"""Could you describe the extent to which your servers and network are documented in terms of configuration management, including secure and application-specific settings?"""
1227,"""Does your company have a specific policy in place that mandates adherence to software licenses and bans the use of unauthorized software?"""
1227,"""Is there a set guideline in your organization that enforces compliance with software licenses and restricts unauthorized software usage?"""
1227,"""Are employees required to follow a formal policy that ensures software license compliance and prohibits unauthorized software usage?"""
1227,"""Does your company enforce a specific rule about complying with software licenses and prohibiting unauthorized software?"""
1227,"""Is there a policy in place at your company that mandates adherence to software licenses and prohibits the use of unauthorized software?"""
1228,"""Do you have the necessary anti-virus software installed and is it kept up to date? If so, how often do you update it?"""
1228,"""Can you provide details on the anti-virus software in use and the frequency of updates?"""
1228,"""How regularly is the anti-virus software on your devices checked for updates and kept current?"""
1228,"""Is there a specific anti-virus software that you use, and how frequently do you ensure it is updated?"""
1228,"""What measures are in place to maintain up-to-date anti-virus software, and how often are updates performed?"""
1229,"""Do you have necessary permissions set up to protect critical system files and folders from unauthorized access?"""
1229,"""Are essential system files and folders secured with appropriate access permissions to prevent security breaches?"""
1229,"""Are there restrictions in place to ensure only authorized users can access critical system files and folders?"""
1229,"""Have you implemented measures to protect critical system files and folders by controlling access to authorized users?"""
1229,"""Are proper configurations in place to prevent unauthorized users from accessing critical system files and folders?"""
1230,"""Do you have guest accounts enabled on the User machines?"""
1230,"""Have you disabled guest accounts on the User machines?"""
1230,"""Are guest accounts turned off on the User machines?"""
1230,"""Are User machines set to not allow guest accounts?"""
1230,"""Have you ensured that guest accounts are disabled on the User machines?"""
1231,"""Has the Password protect option been activated and set up properly for inactivity after a specified time period?"""
1231,"""Is the Password protect feature turned on and properly adjusted for locking after a designated period of inactivity?"""
1231,"""Have you ensured that the Password protect option is enabled and correctly configured to lock after a certain time of inactivity?"""
1231,"""Is the Password protect setting activated and appropriately set for automatically locking after a predefined period of inactivity?"""
1231,"""Have you confirmed that the Password protect feature is active and properly set up for locking the system after a designated time of inactivity?"""
1232,"""Has a comprehensive system development methodology been established and communicated throughout your organization?"""
1232,"""Is there a clear end-to-end system development methodology that is currently in use?"""
1232,"""Has an implemented system development methodology been defined and shared with all team members?"""
1232,"""Is there a structured approach to system development that is followed and understood by all team members?"""
1232,"""Have you established a clear and communicated end-to-end system development methodology within your organization?"""
1233,"""Do the applications meet industry security standards and adhere to relevant regulations and business needs?"""
1233,"""Are the applications created with industry security standards in mind and aligned with necessary regulations and business standards?"""
1233,"""Do the applications follow accepted security standards in the industry and meet all relevant regulatory and business guidelines?"""
1233,"""Are the applications developed in compliance with industry security norms and in line with applicable regulations and business needs?"""
1233,"""Do the applications adhere to industry security standards and fulfill all regulatory and business requirements?"""
1234,"""Prior to use in test environments, is production data scrubbed of any confidential and sensitive information? (e.g., PHI, PCI, PII)"""
1234,"""Do you ensure that any confidential or sensitive data is removed from production data before using it in testing environments?"""
1234,"""Is production data thoroughly sanitized of sensitive information before being utilized in testing environments?"""
1234,"""How do you guarantee that any confidential or sensitive data is cleansed from production data before testing use?"""
1234,"""Prior to testing, are measures taken to remove any sensitive or confidential information from production data?"""
1235,"""Does a central gateway control internet access for users and direct it through a proxy server?"""
1235,"""Is internet access for users managed by a central gateway and funneled through a proxy server?"""
1235,"""Are users' internet connections restricted by a central gateway and channeled through a proxy server?"""
1235,"""Does a central gateway regulate internet access for users and route it through a proxy server?"""
1235,"""Is internet access controlled by a central gateway and directed through a proxy server for users?"""
1236,"""By default, do all network ACLs and firewalls block traffic flow unless otherwise specified?"""
1236,"""Are all network ACLs and firewalls set to deny traffic flow unless specifically allowed?"""
1236,"""Do network ACLs and firewalls automatically block traffic unless there is an exception?"""
1236,"""Is it the default behavior for network ACLs and firewalls to reject traffic unless specified otherwise?"""
1236,"""Do network ACLs and firewalls require explicit rules to allow traffic through?"""
1237,"""Is outbound web traffic checked for malware, malicious websites, and violations of data policies, with any approved exceptions recorded?"""
1237,"""Are outbound internet activities monitored for malware, malicious sites, and breaches of data policies, with documented exceptions allowed?"""
1237,"""Do you scan outbound web traffic for malware, blacklisted sites, and potential violations of data policies, keeping track of any authorized exemptions?"""
1237,"""Is there a process in place to analyze outbound web traffic for malware, malicious sites, and data policy breaches, with documented exclusions as necessary?"""
1237,"""Are steps taken to ensure outbound web traffic is free from malware, malicious sites, and data policy violations, with any approved exclusions noted?"""
1238,"""Do you have a firewall in place to ensure all connections with external networks are cut off?"""
1238,"""Is there a firewall blocking all connections with external networks to prevent unauthorized access?"""
1238,"""Are external network connections blocked by a firewall to maintain security measures?"""
1238,"""Have you implemented a firewall to restrict any connections with external networks?"""
1238,"""Is there a firewall set up to terminate all connections with external networks to enhance network security?"""
1239,"""Are network devices included in your vulnerability scanning and management procedures?"""
1239,"""Do your vulnerability scanning protocols cover network devices as well?"""
1239,"""Are network devices a part of your vulnerability scanning and management system?"""
1239,"""Do you conduct vulnerability scans for network devices in your security processes?"""
1239,"""Are network devices on the list of targets for your vulnerability scanning and management efforts?"""
1240,"""Are only users with authorized credentials and from trusted sources given access to diagnostic or maintenance ports on network devices?"""
1240,"""Do you restrict access to diagnostic or maintenance ports on network devices to only authorized users from trusted sources?"""
1240,"""Are access controls in place to ensure that only authorized users from trusted sources can access diagnostic or maintenance ports on network devices?"""
1240,"""Do you have measures in place to limit access to diagnostic or maintenance ports on network devices to authorized users from trusted sources?"""
1240,"""Are users required to have authorized credentials and access from trusted sources in order to use diagnostic or maintenance ports on network devices?"""
1241,"""Do you conduct routine scans to identify unauthorized wireless access points?"""
1241,"""How often do you scan for rogue wireless access points within your network?"""
